#{"t_start": 1764117874.3589923, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
300.856842,1000,3.751019
328.230895,1000,21.621627
429.721896,1000,42.904197
365.762893,1000,64.565367
467.460114,1000,85.514348
392.071096,1000,107.362967
447.146634,1000,134.333588
515.908963,1000,158.328939
466.942973,1000,181.547573
494.703627,1000,202.805729
711.902894,1000,233.270542
590.59243,1000,255.049073
