#{"t_start": 1764117873.7702606, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
366.501955,1000,4.339751
304.879636,1000,22.210359
372.118814,1000,43.490922
267.631838,1000,65.154099
275.374045,1000,86.10308
390.693513,1000,107.949691
413.19837,1000,134.92232
462.663035,1000,158.917671
378.941053,1000,182.136305
440.663014,1000,203.394461
556.81595,1000,233.859274
638.192887,1000,255.635798
