#{"t_start": 1764117874.53183, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
331.146079,1000,3.578181
293.386895,1000,21.450798
311.071581,1000,42.731359
352.717102,1000,64.392529
383.723346,1000,85.34151
373.984022,1000,107.19013
462.087574,1000,134.162758
380.954474,1000,158.156101
453.711637,1000,181.374735
678.680411,1000,202.634903
506.620155,1000,233.097704
656.567318,1000,254.876235
