#{"t_start": 1764117874.0379035, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
358.317121,1000,4.072108
422.44768,1000,21.942716
393.54032,1000,43.223279
286.590785,1000,64.886456
463.55241,1000,85.835437
424.579355,1000,107.684056
444.079232,1000,134.654677
431.786061,1000,158.650028
432.809799,1000,181.868662
488.290509,1000,203.126818
521.951217,1000,233.591631
640.006902,1000,255.370162
