#{"t_start": 1764117874.5308201, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
462.387226,1000,3.579191
248.522278,1000,21.4498
312.923897,1000,42.730363
374.030872,1000,64.393539
377.121029,1000,85.34252
494.20442,1000,107.189131
370.574541,1000,134.16176
276.776168,1000,158.157111
561.878582,1000,181.375745
558.531393,1000,202.633901
354.234079,1000,233.098714
561.38689,1000,254.875238
