#{"t_start": 1764117873.9481544, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
295.043334,1000,4.161857
307.952135,1000,22.032465
381.648056,1000,43.313028
378.33191,1000,64.976205
306.007139,1000,85.925186
369.994802,1000,107.771797
211.850809,1000,134.744426
371.393255,1000,158.739777
466.992713,1000,181.958411
619.001947,1000,203.216567
542.796208,1000,233.68138
678.240019,1000,255.457904
