#{"t_start": 1764117873.738962, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
299.563905,1000,4.371049
318.62468,1000,22.241658
403.503165,1000,43.522221
337.152036,1000,65.185397
318.579838,1000,86.134378
400.583436,1000,107.979246
295.2571,1000,134.953619
344.036773,1000,158.94897
497.550741,1000,182.167603
572.268309,1000,203.42576
564.503372,1000,233.890573
555.843311,1000,255.669103
