#{"t_start": 1764117597.562087, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
419.918948,1000,3.181895
193.435358,1000,19.415225
301.6247,1000,40.527125
399.265057,1000,61.721552
358.917854,1000,83.482164
448.440954,1000,105.504139
436.758868,1000,127.568895
473.841673,1000,151.875678
450.5244,1000,173.220191
577.541325,1000,195.409467
497.680437,1000,226.862642
707.129125,1000,248.54712
