#{"t_start": 1764117597.6868248, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
359.723646,1000,3.055417
297.35899,1000,19.287188
386.672719,1000,40.401389
375.80935,1000,61.594807
296.173685,1000,83.356904
393.090899,1000,105.379401
269.815833,1000,127.444157
289.056821,1000,151.74994
444.594177,1000,173.095454
607.289069,1000,195.271447
469.704736,1000,226.735897
696.129202,1000,248.420381
