#{"t_start": 1764117597.883799, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
372.325407,1000,2.858443
358.470119,1000,19.090214
308.452531,1000,40.205413
405.539953,1000,61.39984
380.360787,1000,83.160452
412.956894,1000,105.182427
381.090966,1000,127.247183
327.72405,1000,151.553966
413.616737,1000,172.898479
423.356214,1000,195.074473
520.608749,1000,226.54093
694.13156,1000,248.22441
