#{"t_start": 1764117597.8415184, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
436.9101,1000,2.900723
293.93351,1000,19.132494
314.671613,1000,40.247694
435.911859,1000,61.440114
273.329962,1000,83.202733
298.054777,1000,105.224708
257.518635,1000,127.289463
334.851986,1000,151.596247
388.521833,1000,172.94076
381.464589,1000,195.116754
404.410604,1000,226.583211
460.401706,1000,248.265687
