#{"t_start": 1764117597.948483, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
345.38039,1000,2.795499
361.88225,1000,19.028829
411.86015,1000,40.142579
337.546226,1000,61.335156
405.558579,1000,83.095768
411.958972,1000,105.117743
336.452663,1000,127.184577
466.684627,1000,151.490282
567.020357,1000,172.833795
401.183915,1000,195.023071
407.323252,1000,226.476246
514.240216,1000,248.160724
