#{"t_start": 1764117597.453851, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
361.025242,1000,3.288391
366.151184,1000,19.520162
324.43443,1000,40.634362
351.189814,1000,61.827781
355.401449,1000,83.589878
390.938932,1000,105.612375
309.080054,1000,127.677131
393.536708,1000,151.982914
426.96817,1000,173.328427
442.342766,1000,195.504421
545.341965,1000,226.968871
498.304079,1000,248.653355
