#{"t_start": 1764117597.5681138, "env_id": "dm_control/cartpole-balance-v0"}
r,l,t
349.458478,1000,3.174128
452.394532,1000,19.405899
427.490015,1000,40.5201
470.062086,1000,61.713518
393.832755,1000,83.475615
370.970629,1000,105.498112
411.3297,1000,127.562868
431.293921,1000,151.868651
587.971824,1000,173.214164
513.463029,1000,195.390158
412.463001,1000,226.854608
452.664943,1000,248.539092
